非洲	Afriko
NGC 996	NGC 996
NGC 997	NGC 997
NGC 998	NGC 998
NGC 999	NGC 999
NGC 1003	NGC 1003
NGC 1006	NGC 1006
NGC 1007	NGC 1007
NGC 1008	NGC 1008
NGC 1009	NGC 1009
NGC 1011	NGC 1011
NGC 1012	NGC 1012
NGC 1013	NGC 1013
NGC 1014	NGC 1014
NGC 1015	NGC 1015
NGC 1016	NGC 1016
NGC 1017	NGC 1017
NGC 1018	NGC 1018
寶町站 (東京都)	Stacio Takaraĉo
NGC 1019	NGC 1019
NGC 1020	NGC 1020
NGC 1021	NGC 1021
NGC 1022	NGC 1022
NGC 1024	NGC 1024
NGC 1025	NGC 1025
NGC 1026	NGC 1026
NGC 1027	NGC 1027
NGC 1028	NGC 1028
NGC 1030	NGC 1030
NGC 1031	NGC 1031
NGC 1033	NGC 1033
NGC 1034	NGC 1034
NGC 1036	NGC 1036
NGC 1038	NGC 1038
NGC 1040	NGC 1040-1
NGC 1041	NGC 1041
NGC 1043	NGC 1043
NGC 1044	NGC 1044
NGC 1045	NGC 1045
NGC 1046	NGC 1046
NGC 1047	NGC 1047
NGC 1048	NGC 1048
NGC 1050	NGC 1050
NGC 1052	NGC 1052
NGC 1054	NGC 1054
NGC 1056	NGC 1056
NGC 1059	NGC 1059
NGC 1060	NGC 1060
NGC 1061	NGC 1061
NGC 1062	NGC 1062
NGC 1063	NGC 1063
NGC 1064	NGC 1064
NGC 1065	NGC 1065
NGC 1066	NGC 1066
NGC 1067	NGC 1067
NGC 1069	NGC 1069
NGC 1070	NGC 1070
NGC 1071	NGC 1071
NGC 1072	NGC 1072
NGC 1074	NGC 1074
NGC 1075	NGC 1075
NGC 1077A	NGC 1077A
NGC 1078	NGC 1078
NGC 1079	NGC 1079
NGC 1080	NGC 1080
NGC 1081	NGC 1081
NGC 1082	NGC 1082-1
NGC 1085	NGC 1085
NGC 1086	NGC 1086
松平清康	Matsudaira Kiyoyasu
NGC 1089	NGC 1089
NGC 1090	NGC 1090
NGC 1091	NGC 1091
NGC 1092	NGC 1092
NGC 1093	NGC 1093
NGC 1094	NGC 1094
NGC 1095	NGC 1095
NGC 1096	NGC 1096
NGC 1098	NGC 1098
NGC 1099	NGC 1099
NGC 1100	NGC 1100
NGC 1101	NGC 1101
NGC 1102	NGC 1102
NGC 1103	NGC 1103
NGC 1104	NGC 1104
NGC 1105	NGC 1105
NGC 1106	NGC 1106
NGC 1107	NGC 1107
NGC 1108	NGC 1108
NGC 1109	NGC 1109
NGC 1111	NGC 1111
NGC 1112	NGC 1112
NGC 1113	NGC 1113
NGC 1114	NGC 1114
NGC 1115	NGC 1115
NGC 1116	NGC 1116
NGC 1118	NGC 1118
NGC 1119	NGC 1119
NGC 1120	NGC 1120
NGC 1121	NGC 1121
NGC 1122	NGC 1122
NGC 1124	NGC 1124
NGC 1125	NGC 1125
NGC 1126	NGC 1126
NGC 1127	NGC 1127
NGC 1128	NGC 1128-1
NGC 1130	NGC 1130
NGC 1131	NGC 1131
NGC 1133	NGC 1133
NGC 1134	NGC 1134
NGC 1135	NGC 1135
NGC 1137	NGC 1137
NGC 1138	NGC 1138
NGC 1139	NGC 1139
NGC 1140	NGC 1140
NGC 1145	NGC 1145
NGC 1148	NGC 1148
NGC 1149	NGC 1149
NGC 1150	NGC 1150
NGC 1151	NGC 1151
NGC 1152	NGC 1152
NGC 1153	NGC 1153
NGC 1155	NGC 1155
NGC 1157	NGC 1157
NGC 1158	NGC 1158
NGC 1159	NGC 1159
NGC 1160	NGC 1160
NGC 1161	NGC 1161
NGC 1162	NGC 1162
NGC 1163	NGC 1163
NGC 1164	NGC 1164
NGC 1166	NGC 1166
NGC 1167	NGC 1167
NGC 1168	NGC 1168
NGC 1169	NGC 1169
NGC 1171	NGC 1171
菲萊登陸器	Philae (alterigilo)
NGC 1172	NGC 1172
NGC 1174	NGC 1174
NGC 1176	NGC 1176
NGC 1177	NGC 1177
NGC 1178	NGC 1178
NGC 1179	NGC 1179
波利尼西亚人	Polinezianoj
赤坂站 (東京都)	Stacio Akasaka (Tokio)
NGC 1180	NGC 1180
NGC 1181	NGC 1181
NGC 1183	NGC 1183
NGC 1184	NGC 1184
NGC 1185	NGC 1185
NGC 1188	NGC 1188
NGC 1189	NGC 1189
夏威夷暗鶇	Kamao
NGC 1190	NGC 1190
NGC 1191	NGC 1191
NGC 1192	NGC 1192
NGC 1193	NGC 1193
NGC 1194	NGC 1194
托尼那	Toniná
NGC 1195	NGC 1195
NGC 1199	NGC 1199
NGC 1200	NGC 1200
NGC 1201	NGC 1201
NGC 1202	NGC 1202
NGC 1203	NGC 1203-1
NGC 1204	NGC 1204
巴納特卡爾洛瓦茨	Banatski Karlovac
NGC 1206	NGC 1206
NGC 1207	NGC 1207
NGC 1208	NGC 1208
NGC 1209	NGC 1209
NGC 1210	NGC 1210
NGC 1211	NGC 1211
NGC 1212	NGC 1212
NGC 1213	NGC 1213
NGC 1214	NGC 1214
NGC 1215	NGC 1215
NGC 1216	NGC 1216
NGC 1217	NGC 1217-1
NGC 1218	NGC 1218
NGC 1219	NGC 1219
NGC 1221	NGC 1221
NGC 1222	NGC 1222
NGC 1223	NGC 1223
NGC 1224	NGC 1224
NGC 1225	NGC 1225
NGC 1226	NGC 1226
NGC 1227	NGC 1227
NGC 1228	NGC 1228
NGC 1229	NGC 1229
NGC 1230	NGC 1230
NGC 1231	NGC 1231
NGC 1233	NGC 1233
NGC 1234	NGC 1234
NGC 1236	NGC 1236
NGC 1237	NGC 1237
NGC 1238	NGC 1238
NGC 1239	NGC 1239
NGC 1240	NGC 1240
NGC 1241	NGC 1241
能登川車站	Stacio Notogawa
NGC 1242	NGC 1242
NGC 1342	NGC 1342
NGC 1243	NGC 1243
NGC 1244	NGC 1244
NGC 1245	NGC 1245
NGC 1246	NGC 1246
NGC 1248	NGC 1248
NGC 1249	NGC 1249
NGC 1250	NGC 1250
NGC 1251	NGC 1251
NGC 1252	NGC 1252
NGC 1253	NGC 1253
NGC 1254	NGC 1254
NGC 1256	NGC 1256
NGC 1257	NGC 1257
NGC 1258	NGC 1258
NGC 1259	NGC 1259
NGC 1262	NGC 1262
NGC 1263	NGC 1263
野洲車站	Stacio Yasu (Ŝiga)
NGC 1264	NGC 1264
NGC 1265	NGC 1265
NGC 1266	NGC 1266
NGC 1268	NGC 1268
NGC 1270	NGC 1270
NGC 1271	NGC 1271
NGC 1272	NGC 1272
NGC 1273	NGC 1273
NGC 1274	NGC 1274
NGC 1276	NGC 1276
NGC 1278	NGC 1278
NGC 1280	NGC 1280
NGC 1282	NGC 1282
NGC 1283	NGC 1283
NGC 1284	NGC 1284
NGC 1285	NGC 1285
NGC 1287	NGC 1287
NGC 1288	NGC 1288
NGC 1289	NGC 1289
NGC 1290	NGC 1290
NGC 1292	NGC 1292
NGC 1293	NGC 1293
NGC 1294	NGC 1294
NGC 1295	NGC 1295
NGC 1296	NGC 1296
NGC 1297	NGC 1297
NGC 1298	NGC 1298
NGC 1299	NGC 1299
栗東車站	Stacio Rittō
NGC 1301	NGC 1301
NGC 1302	NGC 1302
櫻島車站	Stacio Sakurajima
NGC 1303	NGC 1303
膳所車站	Stacio Zeze
篠原車站 (滋賀縣)	Stacio Shinohara (Ŝiga)
NGC 1305	NGC 1305
NGC 1306	NGC 1306
NGC 1308	NGC 1308
NGC 1310	NGC 1310
NGC 1311	NGC 1311
布达佩斯第五区	Belváros-Lipótváros
NGC 1312	NGC 1312
NGC 1314	NGC 1314
NGC 1315	NGC 1315
圣马丹拉科萨德 (吉伦特省)	Saint-Martin-Lacaussade
NGC 1319	NGC 1319
近江八幡站	Stacio Ōmi-Hachiman
NGC 1320	NGC 1320
守山車站 (滋賀縣)	Stacio Moriyama (Ŝiga)
NGC 1321	NGC 1321
安治川口車站	Stacio Ajikawaguchi
NGC 1322	NGC 1322
NGC 1323	NGC 1323
NGC 1324	NGC 1324
NGC 1326	NGC 1326
南彥根車站	Stacio Minami-Hikone
南草津車站	Stacio Minami-Kusatsu
NGC 1327	NGC 1327
NGC 1328	NGC 1328
NGC 1329	NGC 1329
NGC 1330	NGC 1330
NGC 1331	NGC 1331
NGC 1334	NGC 1334
NGC 1335	NGC 1335
NGC 1336	NGC 1336
NGC 1337	NGC 1337
NGC 1338	NGC 1338
NGC 1339	NGC 1339
NGC 1340	NGC 1344
NGC 1341	NGC 1341
NGC 1343	NGC 1343
NGC 1346	NGC 1346
NGC 1348	NGC 1348
NGC 1351	NGC 1351
稻枝車站	Stacio Inae
NGC 1352	NGC 1352
瀨田車站 (滋賀縣)	Stacio Seta (Ŝiga)
小行星12838	12838 Adamsmith
NGC 1354	NGC 1354
NGC 1355	NGC 1355
大津車站	Stacio Ōtsu
音域	Tonetendo
NGC 1356	NGC 1356
NGC 1358	NGC 1358
NGC 1359	NGC 1359
NGC 1362	NGC 1362
NGC 1363	NGC 1363
NGC 1364	NGC 1364
小行星4776	4776 Lujio
NGC 1366	NGC 1366
小行星10000	10000 Myriostos
NGC 1367	NGC 1367
NGC 1368	NGC 1368
NGC 1369	NGC 1369
暫停生命	Ŝajnmorto
NGC 1370	NGC 1370
NGC 1372	NGC 1372
NGC 1373	NGC 1373
NGC 1374	NGC 1374
考津茨鲍尔齐考伊区	Distrikto Kazincbarcika
NGC 1375	NGC 1375
NGC 1377	NGC 1377
NGC 1379	NGC 1379
查理周刊	Charlie Hebdo
NGC 1383	NGC 1383
NGC 1384	NGC 1384
NGC 1387	NGC 1387
色丹島	Ŝikotano
NGC 1388	NGC 1388
NGC 1389	NGC 1389
NGC 1390	NGC 1390
NGC 1391	NGC 1391
NGC 1394	NGC 1394
NGC 1396	NGC 1396
NGC 1397	NGC 1397
NGC 1400	NGC 1400
寶塚站	Stacio Takarazuka
NGC 1401	NGC 1401
NGC 1402	NGC 1402
NGC 1403	NGC 1403
五十嵐卓哉	Igaraŝi Takuja
NGC 1405	NGC 1405
特殊奥林匹克运动会	Specialaj Olimpikoj
NGC 1411	NGC 1411
NGC 1412	NGC 1412
NGC 1413	NGC 1413
NGC 1414	NGC 1414
NGC 1416	NGC 1416
NGC 1417	NGC 1417
NGC 1418	NGC 1418
NGC 1419	NGC 1419
NGC 1420	NGC 1420
NGC 1421	NGC 1421
NGC 1422	NGC 1422
NGC 1423	NGC 1423
NGC 1424	NGC 1424
肉垂鳳冠雉	Globomutuo
NGC 1426	NGC 1426
NGC 1428	NGC 1428
藍嘴鳳冠雉	Blubeka mutuo
NGC 1430	NGC 1430
NGC 1431	NGC 1431
NGC 1434	NGC 1434
NGC 1436	NGC 1436
NGC 1438	NGC 1438
NGC 1439	NGC 1439
NGC 1441	NGC 1441
NGC 1443	NGC 1443
小行星8993	8993 Ingstad
NGC 1444	NGC 1444
小行星8191	8191 Mersenne
NGC 1445	NGC 1445
小行星9941	9941 Iguanodon
NGC 1446	NGC 1446
NGC 1448	NGC 1448
NGC 1449	NGC 1449
福沃海峡	Markolo Foveaux
NGC 1450	NGC 1450-1
海狗	Felfoko
NGC 1451	NGC 1451
小行星4865	4865 Sor
NGC 1452	NGC 1452
小行星4968	4968 Suzamuro
NGC 1453	NGC 1453
小行星4921	4921 Volonté
NGC 1454	NGC 1454
小行星4863	4863 Yasutani
NGC 1456	NGC 1456
小行星4859	4859 Fraknoi
辛塞萊霍	Sincelejo
NGC 1459	NGC 1459
NGC 1461	NGC 1461
NGC 1462	NGC 1462
小行星4982	4982 Bartini
NGC 1463	NGC 1463
小行星4970	4970 Druyan
NGC 1464	NGC 1464
NGC 1465	NGC 1465
NGC 1466	NGC 1466
NGC 1467	NGC 1467
NGC 1468	NGC 1468
NGC 1469	NGC 1469
耶魯拼音	Yale-transskribo
NGC 1474	NGC 1474
NGC 1475	NGC 1475
NGC 1476	NGC 1476
NGC 1477	NGC 1477
NGC 1478	NGC 1478
NGC 1481	NGC 1481
NGC 1482	NGC 1482
NGC 1485	NGC 1485
NGC 1486	NGC 1486
NGC 1488	NGC 1488
NGC 1490	NGC 1490
NGC 1491	NGC 1491
龜岡車站	Stacio Kameoka
NGC 1492	NGC 1492
千代川車站	Stacio Chiyokawa
NGC 1495	NGC 1495
NGC 1496	NGC 1496
八木車站	Stacio Yagi
NGC 1498	NGC 1498
NGC 1500	NGC 1500
NGC 1501	NGC 1501
NGC 1503	NGC 1503
NGC 1504	NGC 1504
NGC 1505	NGC 1505
NGC 1506	NGC 1506
NGC 1507	NGC 1507
NGC 1508	NGC 1508
NGC 1509	NGC 1509
小行星5236	5236 Joko
NGC 1511	NGC 1511
小行星4972	4972 Pachelbel
小行星4920	4920 Gromov
NGC 1513	NGC 1513
小行星4962	4962 Veĉerko
NGC 1515	NGC 1515
小行星4993	4993 Cossard
小行星4967	4967 Glio
NGC 1517	NGC 1517
小行星4918	4918 Rostropovich
NGC 1519	NGC 1519
小行星4981	4981 Sinyavskaya
NGC 1521	NGC 1521
小行星4903	4903 Ichikawa
NGC 1522	NGC 1522
小行星4965	4965 Takeda
NGC 1523	NGC 1523
小行星4956	4956 Noymer
NGC 1526	NGC 1526
小行星4990	4990 Trombka
NGC 1527	NGC 1527
小行星4996	4996 Veisberg
NGC 1528	NGC 1528
小行星4994	4994 Kisala
NGC 1529	NGC 1529
槓鈴	Halterego
小行星4905	4905 Hiromio
NGC 1530	NGC 1530
小行星4862	4862 Lokio
小行星4854	4854 Edscott
NGC 1533	NGC 1533
小行星4880	4880 Tovstonogov
NGC 1534	NGC 1534
小行星4883	4883 Korolirino
NGC 1536	NGC 1536
小行星4874	4874 Burke
NGC 1537	NGC 1537
小行星4856	4856 Seaborg
NGC 1538	NGC 1538
小行星4888	4888 Dorino
NGC 1539	NGC 1539-1
小行星4886	4886 Kojima
NGC 1540	NGC 1540
NGC 1541	NGC 1541
NGC 1542	NGC 1542
NGC 1545	NGC 1545
NGC 1546	NGC 1546
NGC 1547	NGC 1547
NGC 1548	NGC 1548
NGC 1549	NGC 1549
NGC 1550	NGC 1550
NGC 1552	NGC 1552
NGC 1554	NGC 1554
NGC 1556	NGC 1556
NGC 1557	NGC 1557
NGC 1558	NGC 1558
NGC 1559	NGC 1559
NGC 1561	NGC 1561
NGC 1563	NGC 1563
NGC 1565	NGC 1565
NGC 1568	NGC 1568-1
NGC 1570	NGC 1570
NGC 1572	NGC 1572
NGC 1573	NGC 1573
NGC 1574	NGC 1574
NGC 1575	NGC 1575
NGC 1576	NGC 1576
吉富車站 (京都府)	Stacio Yoshitomi (Kioto)
NGC 1578	NGC 1578
太秦車站	Stacio Uzumasa
NGC 1579	NGC 1579
馬堀車站	Stacio Umahori
NGC 1580	NGC 1580
NGC 1582	NGC 1582
长居站	Stacio Nagai (Osaka)
NGC 1583	NGC 1583
小行星4974	4974 Elford
園部車站	Stacio Sonobe
NGC 1584	NGC 1584
小行星4882	4882 Divari
嵯峨嵐山車站	Stacio Saga-Arashiyama
NGC 1585	NGC 1585
小行星4871	4871 Riversajdo
花園車站 (京都府)	Stacio Hanazono (Kioto)
NGC 1586	NGC 1586
NGC 1587	NGC 1587
NGC 1588	NGC 1588
NGC 1589	NGC 1589
NGC 1590	NGC 1590
NGC 1591	NGC 1591
NGC 1592	NGC 1592
NGC 1593	NGC 1593
NGC 1594	NGC 1594
NGC 1595	NGC 1595
NGC 1597	NGC 1597
NGC 1598	NGC 1598
並河車站	Stacio Namikawa
贝尔梅里	Bermeries
NGC 1599	NGC 1599
阿本古鲁	Abengourou
NGC 1601	NGC 1601
NGC 1602	NGC 1602
NGC 1603	NGC 1603
NGC 1604	NGC 1604
NGC 1606	NGC 1606
NGC 1607	NGC 1607
NGC 1609	NGC 1609
小行星5410	5410 Spivakov
小行星4889	4889 Praetorius
NGC 1611	NGC 1611
小行星4838	4838 Billmclaughlin
NGC 1612	NGC 1612
小行星4853	4853 Marielukac
NGC 1613	NGC 1613
小行星4924	4924 Hiltner
贝特勒希	Bettrechies
小行星4781	4781 Sládkovič
NGC 1617	NGC 1617
新觀察家	Le Nouvel Observateur
小行星4851	4851 Vodop'yanova
NGC 1618	NGC 1618
小行星4899	4899 Kandeso
NGC 1620	NGC 1620
鲁姆 (匈牙利)	Rum (Vas)
小行星4955	4955 Gold
NGC 1622	NGC 1622
小行星4964	4964 Kourovko
NGC 1623	NGC 1623
小行星4987	4987 Flamsteed
NGC 1624	NGC 1624
小行星4891	4891 Blago
NGC 1625	NGC 1625
小行星4879	4879 Zykina
NGC 1627	NGC 1627
NGC 1628	NGC 1628
小行星4824	4824 Stradonico
埃尔普河畔栋皮埃尔	Dompierre-sur-Helpe
NGC 1629	NGC 1629
NGC 1630	NGC 1630-1
NGC 1631	NGC 1631
小行星4966	4966 Edolsen
小行星4983	4983 Ŝreterio
NGC 1632	NGC 1632
小行星4911	4911 Rosenzweig
NGC 1634	NGC 1634
小行星4892	4892 Chrispollas
NGC 1635	NGC 1635
小行星4855	4855 Tenpjo
NGC 1636	NGC 1636
小行星4869	4869 Piotrovsky
NGC 1639	NGC 1639
小行星4857	4857 Altgamio
NGC 1640	NGC 1640
小行星4885	4885 Grange
NGC 1641	NGC 1641
小行星4873	4873 Fukajo
NGC 1642	NGC 1642
小行星4840	4840 Otaynang
NGC 1643	NGC 1643
NGC 1645	NGC 1645
尤陶	Juta
石田雨龍	Ishida Uryū
NGC 1647	NGC 1647
NGC 1648	NGC 1648
小行星4986	4986 Osipovio
NGC 1650	NGC 1650
小行星4912	4912 Emilhaury
副主教	Ĝenerala vikario
小行星4940	4940 Polenov
NGC 1653	NGC 1653
小行星4823	4823 Libenico
NGC 1654	NGC 1654
小行星4821	4821 Bianucci
NGC 1656	NGC 1656
小行星4815	4815 Anders
NGC 1657	NGC 1657
陶尔多什	Tardos
小行星4825	4825 Venturo
NGC 1658	NGC 1658
小行星4819	4819 Gifford
NGC 1659	NGC 1659
小行星4831	4831 Baldwin
小行星4826	4826 Wilhelms
小行星4890	4890 Ŝikanosimo
NGC 1660	NGC 1660
小行星4870	4870 Shcherban'
NGC 1661	NGC 1661
小行星4861	4861 Nemirovskij
NGC 1662	NGC 1662
小行星4789	4789 Spratio
NGC 1663	NGC 1663
小行星4779	4779 Whitley
NGC 1665	NGC 1665
小行星4998	4998 Kabashima
NGC 1666	NGC 1666
小行星4806	4806 Miho
NGC 1668	NGC 1668
小行星4684	4684 Bendjoya
NGC 1669	NGC 1669
小行星4785	4785 Petrov
MC阿尔及尔	MC Alger
NGC 1670	NGC 1670
小行星4777	4777 Aksenov
NGC 1671	NGC 1671
小行星4783	4783 Wasson
仙台維加泰	Vegalta Sendai
NGC 1673	NGC 1673
玫瑰島共和國	Insulo de la Rozoj
NGC 1676	NGC 1676
NGC 1678	NGC 1678
NGC 1679	NGC 1679
NGC 1680	NGC 1680
NGC 1681	NGC 1681
NGC 1682	NGC 1682
NGC 1683	NGC 1683
NGC 1684	NGC 1684
NGC 1685	NGC 1685
NGC 1686	NGC 1686
NGC 1690	NGC 1690
NGC 1691	NGC 1691
NGC 1692	NGC 1692
NGC 1693	NGC 1693
NGC 1694	NGC 1694
NGC 1695	NGC 1695
贝尔西利	Bersillies
NGC 1698	NGC 1698
NGC 1699	NGC 1699
NGC 1700	NGC 1700
NGC 1701	NGC 1701
桑尼賽德 (華盛頓州)	Sunnyside (Vaŝingtonio)
NGC 1702	NGC 1702
NGC 1703	NGC 1703
NGC 1706	NGC 1706
NGC 1707	NGC 1707
NGC 1709	NGC 1709
NGC 1710	NGC 1710
NGC 1712	NGC 1712
NGC 1715	NGC 1715
NGC 1716	NGC 1716
NGC 1718	NGC 1718
小行星4682	4682 Bykov
NGC 1719	NGC 1719
小行星4794	4794 Bogard
NGC 1720	NGC 1720
小行星4700	4700 Carusi
NGC 1721	NGC 1721
小行星4788	4788 Simpson
NGC 1722	NGC 1722
小行星4787	4787 Shul'zhenko
NGC 1724	NGC 1724
小行星4675	4675 Ohboko
小行星4698	4698 Jizero
NGC 1725	NGC 1725
小行星4689	4689 Donn
NGC 1726	NGC 1726
小行星4699	4699 Sootan
NGC 1727	NGC 1727
小行星4694	4694 Festou
NGC 1728	NGC 1728
小行星4696	4696 Arpigny
NGC 1729	NGC 1729
小行星4680	4680 Lohrmann
NGC 1730	NGC 1730
小行星4693	4693 Drummond
NGC 1731	NGC 1731
小行星4811	4811 Semashko
NGC 1732	NGC 1732
小行星4813	4813 Terebizh
NGC 1733	NGC 1733
小行星4812	4812 Hakuho
阪急千里線	Linio Hankyū-Senri
NGC 1734	NGC 1734
小行星4810	4810 Ruslanova
NGC 1735	NGC 1735
小行星4669	4669 Høder
NGC 1736	NGC 1736
小行星4643	4643 Cisneros
NGC 1737	NGC 1737
NGC 1738	NGC 1738
NGC 1739	NGC 1739
NGC 1740	NGC 1740
小行星4640	4640 Hara
小行星4638	4638 Estens
小行星4612	4612 Greenstein
NGC 1742	NGC 1742
小行星4634	4634 Ŝibujo
NGC 1743	NGC 1743
NGC 1745	NGC 1745
小行星4621	4621 Tambovo
NGC 1746	NGC 1746
NGC 1747	NGC 1747
小行星4774	4774 Hobeco
中國跳棋	Stelhalmao
NGC 1749	NGC 1749
小行星4733	4733 ORO
NGC 1750	NGC 1750
NGC 1751	NGC 1751
小行星4623	4623 Obraztsova
NGC 1752	NGC 1752
小行星4624	4624 Stefanio
NGC 1754	NGC 1754
小行星4636	4636 Ĉilio
NGC 1755	NGC 1755
小行星4713	4713 Steel
NGC 1756	NGC 1756
海洋行星	Oceana planedo
小行星4665	4665 Muinonen
小行星4676	4676 Uedaseiji
NGC 1758	NGC 1758
小行星4670	4670 Joŝinogavo
NGC 1759	NGC 1759
塔吉克斯坦人民民主党	Popoldemokrata Partio de Taĝikio
NGC 1760	NGC 1760
NGC 1761	NGC 1761
萬壽臺創作社	Mansudae Arta Studio
镰翅鸡	Siberia lagopo
NGC 1762	NGC 1762
小行星4739	4739 Tomahrens
NGC 1763	NGC 1763
小行星4550	4550 Royclarke
NGC 1764	NGC 1764
小行星4726	4726 Federer
NGC 1765	NGC 1765
小行星4525	4525 Johnbauer
NGC 1766	NGC 1766
小行星4745	4745 Nancymarie
小行星4766	4766 Malin
NGC 1767	NGC 1767
小行星4683	4683 Verataro
NGC 1768	NGC 1768
小行星4687	4687 Brunsandrejo
NGC 1769	NGC 1769
小行星4681	4681 Ermako
NGC 1770	NGC 1770
小行星4667	4667 Robbiesh
NGC 1771	NGC 1771
小行星4685	4685 Karetnikov
NGC 1772	NGC 1772
小行星3971	3971 Voronikhin
小行星3969	3969 Rossi
NGC 1773	NGC 1773
NGC 1774	NGC 1774
小行星3991	3991 Basilevsky
小行星3986	3986 Rozhkovskij
NGC 1775	NGC 1775
小行星3856	3856 Lutskij
NGC 1776	NGC 1776
小行星4582	4582 Hanko
NGC 1777	NGC 1777
小行星3974	3974 Verveer
NGC 1778	NGC 1778
小行星4530	4530 Smoluchowski
NGC 1779	NGC 1779
小行星3843	3843 OISCA
NGC 1780	NGC 1780
小行星3842	3842 Harlansmith
NGC 1782	NGC 1782
小行星4547	4547 Masaĉuseco
NGC 1783	NGC 1783
NGC 1784	NGC 1784
南诏	Nanchao
小行星3885	3885 Bogorodskij
NGC 1785	NGC 1785
小行星3880	3880 Kaiserman
NGC 1786	NGC 1786
小行星4563	4563 Kahnio
NGC 1787	NGC 1787
小行星4531	4531 Asaro
NGC 1790	NGC 1790
小行星4601	4601 Ludkewycz
NGC 1791	NGC 1791
小行星4704	4704 Ŝinao
NGC 1793	NGC 1793
小行星4747	4747 Ĝuĝo
NGC 1795	NGC 1795
小行星4740	4740 Veniamino
小行星4762	4762 Dobrinjo
NGC 1796	NGC 1796
小行星4724	4724 Brokeno
小行星4761	4761 Urrutia
小行星4728	4728 Lyapidevskij
NGC 1797	NGC 1797
小行星4735	4735 Gario
NGC 1799	NGC 1799
小行星4767	4767 Sutoku
NGC 1801	NGC 1801
小行星4751	4751 Alicemanning
NGC 1802	NGC 1802
小行星4664	4664 Hanner
NGC 1803	NGC 1803
小行星4671	4671 Drtikol
酸梅	Peklita umeo
NGC 1804	NGC 1804
釜石線	Linio Kamaiŝi
小行星4679	4679 Sajbilo
NGC 1805	NGC 1805
新反资本主义党	Nova Partio Kontraŭkapitalisma (Francio)
NGC 1807	NGC 1807
馬耳他奧林匹克委員會	Malta Olimpika Komitato
NGC 1810	NGC 1810
NGC 1811	NGC 1811
小行星4677	4677 Hiroŝo
NGC 1812	NGC 1812
NGC 1814	NGC 1814
NGC 1815	NGC 1815
NGC 1816	NGC 1816
NGC 1817	NGC 1817
NGC 1819	NGC 1819
NGC 1821	NGC 1821
NGC 1822	NGC 1822
NGC 1823	NGC 1823
NGC 1824	NGC 1824
NGC 1825	NGC 1825
NGC 1826	NGC 1826
NGC 1827	NGC 1827
NGC 1828	NGC 1828
NGC 1829	NGC 1829
NGC 1830	NGC 1830
NGC 1831	NGC 1831
NGC 1832	NGC 1832
NGC 1833	NGC 1833
NGC 1834	NGC 1834
NGC 1836	NGC 1836
NGC 1837	NGC 1837
NGC 1838	NGC 1838
NGC 1839	NGC 1839
NGC 1840	NGC 1840
NGC 1841	NGC 1841
NGC 1842	NGC 1842
NGC 1843	NGC 1843
NGC 1844	NGC 1844
NGC 1845	NGC 1845
NGC 1846	NGC 1846
NGC 1847	NGC 1847
NGC 1848	NGC 1848
NGC 1849	NGC 1849
站起来，基里巴斯	Nacia himno de Kiribato
NGC 1852	NGC 1852
NGC 1853	NGC 1853
延伸檔案系統	Ext
NGC 1856	NGC 1856
NGC 1857	NGC 1857
NGC 1858	NGC 1858
NGC 1860	NGC 1860
NGC 1861	NGC 1861
NGC 1862	NGC 1862
NGC 1863	NGC 1863
NGC 1864	NGC 1864
德川賴宣	Tokugawa Yorinobu
NGC 1865	NGC 1865
NGC 1867	NGC 1867
NGC 1868	NGC 1868
小行星4729	4729 Mikhailmil'
NGC 1869	NGC 1869
小行星4725	4725 Milone
NGC 1870	NGC 1870
小行星4734	4734 Rameau
NGC 1871	NGC 1871
立陶宛國家奧林匹克委員會	Litova Olimpika Komitato
小行星4717	4717 Kaneko
NGC 1872	NGC 1872
小行星4723	4723 Wolfgangmattig
NGC 1873	NGC 1873
小行星4727	4727 Ravel
小行星4533	4533 Orth
NGC 1874	NGC 1874
小行星4731	4731 Monicagrady
NGC 1875	NGC 1875
小行星4710	4710 Vedo
NGC 1876	NGC 1876
小行星4705	4705 Secchi
NGC 1877	NGC 1877
小行星4508	4508 Takatsuki
NGC 1878	NGC 1878
迪塞普遜島	Deception
小行星3954	3954 Mendelssohn
NGC 1879	NGC 1879
小行星3977	3977 Maksino
东英吉利亚大学	University of East Anglia
NGC 1880	NGC 1880
小行星3933	3933 Portugalio
NGC 1881	NGC 1881
小行星3997	3997 Tagao
NGC 1882	NGC 1882
小行星3932	3932 Edshay
NGC 1883	NGC 1883
小行星3984	3984 Chacos
小行星3961	3961 Arthurcox
NGC 1885	NGC 1885
小行星3967	3967 Ŝeĥtelio
NGC 1886	NGC 1886
小行星3876	3876 Quaide
NGC 1887	NGC 1887
小行星3882	3882 Johncox
NGC 1888	NGC 1888
小行星3898	3898 Curlewis
NGC 1889	NGC 1889
NGC 1890	NGC 1890
NGC 1894	NGC 1894
查亞峰	Carstensz-piramido
岁月的童话	Omoide poroporo
NGC 1895	NGC 1895
NGC 1896	NGC 1896
NGC 1897	NGC 1897
小行星3926	3926 Ramirez
味醂	Mirino
NGC 1898	NGC 1898
小行星3952	3952 Ruselmarko
NGC 1899	NGC 1899
小行星3929	3929 Karmelmario
NGC 1900	NGC 1900
小行星3966	3966 Cherednichenko
NGC 1901	NGC 1901
小行星3987	3987 Wujek
NGC 1902	NGC 1902
小行星3925	3925 Tret'yakov
NGC 1903	NGC 1903
小行星3947	3947 Swedenborg
NGC 1905	NGC 1905
