非洲	Afriko
Category:1874年出世	Kategorio:Naskiĝintoj en 1874
Category:1876年出世	Kategorio:Naskiĝintoj en 1876
Category:1877年出世	Kategorio:Naskiĝintoj en 1877
Category:1878年出世	Kategorio:Naskiĝintoj en 1878
Category:1880年出世	Kategorio:Naskiĝintoj en 1880
Category:1882年出世	Kategorio:Naskiĝintoj en 1882
Category:1883年出世	Kategorio:Naskiĝintoj en 1883
Category:1884年出世	Kategorio:Naskiĝintoj en 1884
Category:1885年出世	Kategorio:Naskiĝintoj en 1885
Category:1886年出世	Kategorio:Naskiĝintoj en 1886
Category:1887年出世	Kategorio:Naskiĝintoj en 1887
Category:1889年出世	Kategorio:Naskiĝintoj en 1889
Category:1890年出世	Kategorio:Naskiĝintoj en 1890
Category:1891年出世	Kategorio:Naskiĝintoj en 1891
Category:1892年出世	Kategorio:Naskiĝintoj en 1892
Category:1893年出世	Kategorio:Naskiĝintoj en 1893
Category:1894年出世	Kategorio:Naskiĝintoj en 1894
Category:1895年出世	Kategorio:Naskiĝintoj en 1895
Category:1896年出世	Kategorio:Naskiĝintoj en 1896
Category:1897年出世	Kategorio:Naskiĝintoj en 1897
Category:1900年出世	Kategorio:Naskiĝintoj en 1900
Category:1901年出世	Kategorio:Naskiĝintoj en 1901
Category:1902年出世	Kategorio:Naskiĝintoj en 1902
Category:1904年出世	Kategorio:Naskiĝintoj en 1904
Category:1905年出世	Kategorio:Naskiĝintoj en 1905
Category:1907年出世	Kategorio:Naskiĝintoj en 1907
Category:1908年出世	Kategorio:Naskiĝintoj en 1908
Category:1909年出世	Kategorio:Naskiĝintoj en 1909
Category:1912年出世	Kategorio:Naskiĝintoj en 1912
Category:1913年出世	Kategorio:Naskiĝintoj en 1913
Category:1914年出世	Kategorio:Naskiĝintoj en 1914
Category:1917年出世	Kategorio:Naskiĝintoj en 1917
Category:1918年出世	Kategorio:Naskiĝintoj en 1918
Category:1919年出世	Kategorio:Naskiĝintoj en 1919
Category:1922年出世	Kategorio:Naskiĝintoj en 1922
Category:1923年出世	Kategorio:Naskiĝintoj en 1923
Category:1927年出世	Kategorio:Naskiĝintoj en 1927
Category:1928年出世	Kategorio:Naskiĝintoj en 1928
Category:1942年出世	Kategorio:Naskiĝintoj en 1942
Category:1943年出世	Kategorio:Naskiĝintoj en 1943
Category:1945年出世	Kategorio:Naskiĝintoj en 1945
Category:1947年出世	Kategorio:Naskiĝintoj en 1947
Category:1949年出世	Kategorio:Naskiĝintoj en 1949
Category:1952年出世	Kategorio:Naskiĝintoj en 1952
Category:1953年出世	Kategorio:Naskiĝintoj en 1953
Category:1957年出世	Kategorio:Naskiĝintoj en 1957
Category:1958年出世	Kategorio:Naskiĝintoj en 1958
Category:1959年出世	Kategorio:Naskiĝintoj en 1959
Category:1961年出世	Kategorio:Naskiĝintoj en 1961
Category:1962年出世	Kategorio:Naskiĝintoj en 1962
Category:1966年出世	Kategorio:Naskiĝintoj en 1966
Category:1967年出世	Kategorio:Naskiĝintoj en 1967
Category:1968年出世	Kategorio:Naskiĝintoj en 1968
Category:1969年出世	Kategorio:Naskiĝintoj en 1969
Category:1971年出世	Kategorio:Naskiĝintoj en 1971
Category:1972年出世	Kategorio:Naskiĝintoj en 1972
Category:1973年出世	Kategorio:Naskiĝintoj en 1973
Category:1975年出世	Kategorio:Naskiĝintoj en 1975
Category:1976年出世	Kategorio:Naskiĝintoj en 1976
Category:1978年出世	Kategorio:Naskiĝintoj en 1978
Category:1979年出世	Kategorio:Naskiĝintoj en 1979
Category:1980年出世	Kategorio:Naskiĝintoj en 1980
Category:1981年出世	Kategorio:Naskiĝintoj en 1981
Category:1982年出世	Kategorio:Naskiĝintoj en 1982
Category:1985年出世	Kategorio:Naskiĝintoj en 1985
Category:1986年出世	Kategorio:Naskiĝintoj en 1986
Category:1987年出世	Kategorio:Naskiĝintoj en 1987
Category:1988年出世	Kategorio:Naskiĝintoj en 1988
Category:1989年出世	Kategorio:Naskiĝintoj en 1989
Category:1991年出世	Kategorio:Naskiĝintoj en 1991
Category:1993年出世	Kategorio:Naskiĝintoj en 1993
Category:1994年出世	Kategorio:Naskiĝintoj en 1994
Category:1995年出世	Kategorio:Naskiĝintoj en 1995
Category:1996年出世	Kategorio:Naskiĝintoj en 1996
Category:1997年出世	Kategorio:Naskiĝintoj en 1997
Category:1999年出世	Kategorio:Naskiĝintoj en 1999
Category:2000年出世	Kategorio:Naskiĝintoj en 2000
Category:2001年出世	Kategorio:Naskiĝintoj en 2001
Category:680年	Kategorio:680
Category:1729年	Kategorio:1729
Category:1689年	Kategorio:1689
Category:1715年	Kategorio:1715
Category:1797年	Kategorio:1797
Category:1787年	Kategorio:1787
Category:1780年	Kategorio:1780
Category:1539年	Kategorio:1539
Category:1415年	Kategorio:1415
Category:1647年	Kategorio:1647
Category:1584年	Kategorio:1584
Category:1590年	Kategorio:1590
Category:1671年	Kategorio:1671
Category:1644年	Kategorio:1644
Category:1432年	Kategorio:1432
Category:1274年	Kategorio:1274
Category:1676年	Kategorio:1676
Category:雲	Kategorio:Nuboj
Category:鑭系元素	Kategorio:Lantanoidoj
Category:762年死	Kategorio:Mortintoj en 762
Template:文學楔	Ŝablono:Ĝermo-literaturo
Category:814年死	Kategorio:Mortintoj en 814
Template:ALB	Ŝablono:ALB
Template:AND	Ŝablono:AND
Template:ARG	Ŝablono:ARG
Template:ARM	Ŝablono:ARM
Template:天文楔	Ŝablono:Ĝermo-astronomio
Template:無障礙標誌	Ŝablono:Senbariera
Template:Self	Ŝablono:Self
Category:愛爾蘭政治	Kategorio:Politiko de Irlando
Category:3世紀	Kategorio:3-a jarcento
Category:11世紀	Kategorio:11-a jarcento
Category:17世紀	Kategorio:17-a jarcento
Template:User ca	Ŝablono:Vikipediisto ca
吉百利	Cadbury
Category:10世紀	Kategorio:10-a jarcento
Category:1400年代	Kategorio:1400-1409
Category:7世紀	Kategorio:7-a jarcento
Category:鬼	Kategorio:Fantomoj
Category:底衫	Kategorio:Subvestoj
Category:中國太空人	Kategorio:Ĉinaj kosmonaŭtoj
Template:Afd	Ŝablono:Forigu
Category:埃及人	Kategorio:Egiptoj
Category:緬甸人	Kategorio:Birmanoj
Category:加納人	Kategorio:Ganaanoj
Category:1092年	Kategorio:1092
Category:1114年	Kategorio:1114
Category:1122年	Kategorio:1122
Category:1123年	Kategorio:1123
Category:古希臘人	Kategorio:Antikvaj grekoj
Category:1130年	Kategorio:1130
Category:1142年	Kategorio:1142
Template:Infobox city Japan	Ŝablono:Japana urbo
Category:1158年	Kategorio:1158
Category:人	Kategorio:Homoj
Category:靈長目	Kategorio:Primatoj
Category:1187年	Kategorio:1187
Category:維基媒體工程	Kategorio:Projektoj de la Fondaĵo Vikimedio
Category:1202年	Kategorio:1202
Category:寵物小精靈	Kategorio:Pokemono
Template:BDI	Ŝablono:BDI
Template:BGR	Ŝablono:BGR
Template:BHS	Ŝablono:BHS
Template:BLR	Ŝablono:BLR
Template:BS-daten	Ŝablono:FL-datoj
Template:BS5	Ŝablono:FL5
Category:Microsoft Windows	Kategorio:Vindozo
Category:1279年死	Kategorio:Mortintoj en 1279
Category:1284年	Kategorio:1284
Category:1291年	Kategorio:1291
Category:1299年	Kategorio:1299
Category:1312年	Kategorio:1312
Category:1345年	Kategorio:1345
Template:Birth date	Ŝablono:Naskiĝdato
Category:1363年	Kategorio:1363
Category:瑞典公園	Kategorio:Parkoj en Svedio
Category:2014年	Kategorio:2014
Category:2015年	Kategorio:2015
Category:棋	Kategorio:Abstraktaj tabulludoj
Template:Brands of the World SVG	Ŝablono:Retejo @@@u0026Brands of the world"
Category:1402年	Kategorio:1402
Category:1403年	Kategorio:1403
Category:1407年	Kategorio:1407
Category:1409年	Kategorio:1409
Category:1410年	Kategorio:1410
Category:1411年	Kategorio:1411
Category:1412年	Kategorio:1412
Category:1416年	Kategorio:1416
Category:歐洲機場	Kategorio:Flughavenoj de Eŭropo
Category:美國經濟	Kategorio:Ekonomio de Usono
Category:1423年	Kategorio:1423
Category:1425年	Kategorio:1425
Category:1427年	Kategorio:1427
Category:1438年	Kategorio:1438
Category:丹麥經濟	Kategorio:Ekonomio de Danio
Category:1441年	Kategorio:1441
Category:越南政治	Kategorio:Politiko de Vjetnamio
Category:1442年	Kategorio:1442
Category:1444年	Kategorio:1444
Category:1446年	Kategorio:1446
Category:中國博物館	Kategorio:Muzeoj de Ĉinio
Category:1448年	Kategorio:1448
Category:1454年	Kategorio:1454
Category:1455年	Kategorio:1455
Category:1459年	Kategorio:1459
Category:1461年	Kategorio:1461
Category:美國政治	Kategorio:Politiko de Usono
Category:基督徒	Kategorio:Kristanoj
Template:User sv-3	Ŝablono:Vikipediisto sv-3
Category:1469年	Kategorio:1469
Category:埃及政治	Kategorio:Politiko de Egiptio
Category:諾貝爾文學獎得主	Kategorio:Nobel-premiitoj pri literaturo
Category:1477年	Kategorio:1477
Category:1502年	Kategorio:1502
Category:1484年	Kategorio:1484
Category:1485年	Kategorio:1485
Template:CIV	Ŝablono:CIV
Category:1487年	Kategorio:1487
Category:1488年	Kategorio:1488
Category:1489年	Kategorio:1489
Category:1492年	Kategorio:1492
Template:CRI	Ŝablono:CRI
Category:1495年	Kategorio:1495
Category:2001年電影	Kategorio:Filmoj aperintaj en 2001
Template:CYP	Ŝablono:CYP
Category:1505年死	Kategorio:Mortintoj en 1505
Category:1506年死	Kategorio:Mortintoj en 1506
Category:1993年電影	Kategorio:Filmoj aperintaj en 1993
Category:泰國交通	Kategorio:Transporto en Tajlando
Template:Fr icon	Ŝablono:Fr
Category:1515年	Kategorio:1515
Category:國交通	Kategorio:Transporto laŭ landoj
Category:國水上交通	Kategorio:Akva transporto laŭ landoj
Category:1518年	Kategorio:1518
Category:緬甸城市	Kategorio:Urboj de Birmo
Category:商業	Kategorio:Komerco
Template:Twitter	Ŝablono:Twitter
Category:指南	Kategorio:Vikipedio:Portaloj
Template:Ko icon	Ŝablono:Ko
Category:1527年死	Kategorio:Mortintoj en 1527
Category:1528年死	Kategorio:Mortintoj en 1528
Category:1531年死	Kategorio:Mortintoj en 1531
Category:1533年	Kategorio:1533
Category:1535年	Kategorio:1535
Category:1537年	Kategorio:1537
Category:1540年	Kategorio:1540
Category:1543年死	Kategorio:Mortintoj en 1543
Category:1546年	Kategorio:1546
Category:1551年	Kategorio:1551
Category:1552年	Kategorio:1552
Category:1555年	Kategorio:1555
Category:生物化學	Kategorio:Biokemio
Category:1561年	Kategorio:1561
Category:1563年	Kategorio:1563
Category:各地樂隊	Kategorio:Muzikaj grupoj laŭ nacieco
Category:1566年	Kategorio:1566
Category:1569年	Kategorio:1569
Category:1572年	Kategorio:1572
Category:1575年	Kategorio:1575
Category:1578年	Kategorio:1578
Category:1580年	Kategorio:1580
Category:1580年死	Kategorio:Mortintoj en 1580
Category:武術家	Kategorio:Luktosportistoj
Category:1582年	Kategorio:1582
Category:1582年死	Kategorio:Mortintoj en 1582
Category:1595年	Kategorio:1595
Category:1605年	Kategorio:1605
Category:1607年	Kategorio:1607
Category:1611年	Kategorio:1611
Category:1615年	Kategorio:1615
Category:1618年	Kategorio:1618
Category:1620年	Kategorio:1620
Category:1622年	Kategorio:1622
Category:編程	Kategorio:Programado
Category:1624年	Kategorio:1624
Category:1626年	Kategorio:1626
Category:1626年死	Kategorio:Mortintoj en 1626
Category:1629年	Kategorio:1629
Category:1631年	Kategorio:1631
Category:1633年	Kategorio:1633
Category:1635年	Kategorio:1635
Category:1637年	Kategorio:1637
Category:1640年	Kategorio:1640
Category:1642年	Kategorio:1642
Category:1642年死	Kategorio:Mortintoj en 1642
Category:1649年	Kategorio:1649
Category:1652年	Kategorio:1652
Category:1657年	Kategorio:1657
Category:1659年	Kategorio:1659
Category:1665年	Kategorio:1665
Category:1668年	Kategorio:1668
Category:1669年	Kategorio:1669
Category:1669年死	Kategorio:Mortintoj en 1669
Category:1673年死	Kategorio:Mortintoj en 1673
Category:1678年	Kategorio:1678
Template:IPvandal	Ŝablono:IPvandalo
Category:1686年	Kategorio:1686
Category:1693年	Kategorio:1693
Category:1694年死	Kategorio:Mortintoj en 1694
Category:1696年	Kategorio:1696
Category:1697年死	Kategorio:Mortintoj en 1697
Category:1699年	Kategorio:1699
Category:1705年	Kategorio:1705
Category:1706年	Kategorio:1706
Category:1711年	Kategorio:1711
Category:1715年死	Kategorio:Mortintoj en 1715
Category:1716年死	Kategorio:Mortintoj en 1716
Category:1720年	Kategorio:1720
Category:1722年	Kategorio:1722
Category:1726年	Kategorio:1726
Category:1727年死	Kategorio:Mortintoj en 1727
Category:1730年	Kategorio:1730
Category:意大利企業家	Kategorio:Italaj entreprenistoj
Category:1739年	Kategorio:1739
Category:1741年死	Kategorio:Mortintoj en 1741
Category:1751年	Kategorio:1751
Category:1757年死	Kategorio:Mortintoj en 1757
Category:1764年	Kategorio:1764
Category:1765年	Kategorio:1765
Category:1766年	Kategorio:1766
Category:1767年	Kategorio:1767
Category:英國封號	Kategorio:Ordeno de Brita Imperio
Category:1769年	Kategorio:1769
Category:1775年	Kategorio:1775
Category:1779年	Kategorio:1779
Category:1783年死	Kategorio:Mortintoj en 1783
Category:解析數論	Kategorio:Analitika nombroteorio
Category:第二次世界大戰背景電影	Kategorio:Filmoj pri la Dua Mondmilito
Category:意大利地理	Kategorio:Geografio de Italio
Category:英文小說	Kategorio:Anglalingvaj romanoj
Category:平面幾何	Kategorio:Eŭklida ebena geometrio
Category:維他命	Kategorio:Vitaminoj
Category:珠寶	Kategorio:Juveloj
Category:歐洲地理	Kategorio:Geografio de Eŭropo
Category:1970年電影	Kategorio:Filmoj aperintaj en 1970
Category:德國各聯邦州	Kategorio:Federaciaj landoj de Germanio
Category:日本經濟	Kategorio:Ekonomio de Japanio
Category:日本公司	Kategorio:Japanaj firmaoj
Category:佛羅里達州	Kategorio:Florido
Category:1778年	Kategorio:1778
Category:2014年中國	Kategorio:2014 en Ĉinio
Category:地產	Kategorio:Nemoveblaĵoj
Category:鐵路模	Kategorio:Ŝablono:Fervojo
Template:內文	Ŝablono:Ĉefartikolo
Category:1990年運動	Kategorio:Sporto en 1990
Category:1991年運動	Kategorio:Sporto en 1991
Category:德國史	Kategorio:Historio de Germanio
Category:運算模	Kategorio:Vikipedio:Kondiĉaj ŝablonoj
Category:前任繼任模	Kategorio:Sukcedoŝablonoj
Category:2014年選舉	Kategorio:Balotoj en 2014
Template:EST	Ŝablono:EST
Category:有機化合物	Kategorio:Organikaj kombinaĵoj
Category:紐約州	Kategorio:Nov-Jorkio
Category:馬利蘭州	Kategorio:Marilando
Category:緬因州	Kategorio:Majno
Category:密芝根州	Kategorio:Miĉigano
Category:阿拉斯加州	Kategorio:Alasko
Category:阿拉巴馬州	Kategorio:Alabamo
Category:俄亥俄州	Kategorio:Ohio
Category:猶他州	Kategorio:Utaho
Category:印第安納州	Kategorio:Indianio
Category:加利福尼亞州	Kategorio:Kalifornio
Category:哥羅拉度州	Kategorio:Koloradio
Category:德薩斯州	Kategorio:Teksaso
Category:賓夕凡尼亞	Kategorio:Pensilvanio
Category:夏威夷	Kategorio:Havajo
Template:足球陣容結束	Ŝablono:Fs end
Template:足球陣容開始	Ŝablono:Fs start
Template:IUCN2006	Ŝablono:IUCN2006
Template:Infobox animanga/Footerofja	Ŝablono:Infobox animanga/Footer
Category:管樂	Kategorio:Aerosoniloj
Category:時尚	Kategorio:Modo
Template:QAT	Ŝablono:QAT
Template:RUS	Ŝablono:RUS
Category:第二次世界大戰	Kategorio:Dua mondmilito
Category:紐西蘭城市	Kategorio:Urboj de Nov-Zelando
Category:第一次世界大戰	Kategorio:Unua mondmilito
Template:TGO	Ŝablono:TGO
Template:Non-free fair use in	Ŝablono:Justa uzo
Category:引模	Kategorio:Citŝablonoj
Category:阿剌伯	Kategorio:Araboj
Category:流行歌手	Kategorio:Popkantistoj
Template:AUT	Ŝablono:AUT
Category:風	Kategorio:Ventoj
Template:史楔	Ŝablono:Ĝermo-historio
Category:德國作家	Kategorio:Germanaj verkistoj
Category:丹麥作家	Kategorio:Danaj verkistoj
Template:Historical	Ŝablono:Historia
Category:狗	Kategorio:Hundoj
Category:動作片	Kategorio:Agfilmoj
Category:愛爾蘭作家	Kategorio:Irlandaj verkistoj
Category:日本作家	Kategorio:Japanaj verkistoj
Template:CHL	Ŝablono:CHL
Template:Who	Ŝablono:Kiu?
Category:傷殘奧林匹克運動會	Kategorio:Paralimpikoj
Template:PD-self	Ŝablono:PD-mem
Category:莎士比亞作品	Kategorio:Libroj de William Shakespeare
Category:貓科	Kategorio:Felisedoj
Category:亞洲國模	Kategorio:Ŝablono:Azio
Template:GRD	Ŝablono:GRD
Category:美籍華人	Kategorio:Ĉinaj usonanoj
Category:俄羅斯作家	Kategorio:Rusiaj verkistoj
Category:美國作家	Kategorio:Usonaj verkistoj
Category:劇作家	Kategorio:Dramistoj
Category:各地足球球會	Kategorio:Futbalteamoj laŭ landoj
Category:極度瀕危物種	Kategorio:Draste endanĝeritaj specioj
Template:Cquote	Ŝablono:Citaĵo1
Category:1111年	Kategorio:1111
Template:CHN	Ŝablono:CHN
Category:畫則師	Kategorio:Arkitektoj
Category:中國畫則師	Kategorio:Ĉinaj arkitektoj
Category:1928年死	Kategorio:Mortintoj en 1928
Category:1937年死	Kategorio:Mortintoj en 1937
Category:1950年死	Kategorio:Mortintoj en 1950
Category:安哥拉	Kategorio:Angolo
Category:貝寧	Kategorio:Benino
Category:印度神話	Kategorio:Hinda mitologio
Category:布隆迪	Kategorio:Burundo
Category:象牙海岸	Kategorio:Ebur-Bordo
Category:畿內亞	Kategorio:Gvineo
Category:喀麥隆	Kategorio:Kameruno
Category:肯雅	Kategorio:Kenjo
Category:中國電台	Kategorio:Ĉinaj radiostacioj
Category:利比利亞	Kategorio:Liberio
Category:利比亞	Kategorio:Libio
Category:馬達加斯加	Kategorio:Madagaskaro
Category:華沙	Kategorio:Varsovio
Category:宗教改革	Kategorio:Reformacio
Category:毛厘士	Kategorio:Maŭricio
Category:1451年	Kategorio:1451
Category:1480年	Kategorio:1480
Category:細路	Kategorio:Infanoj
Category:已經冇咗嘅帝國	Kategorio:Malaperintaj imperioj
Category:1486年	Kategorio:1486
Category:1573年死	Kategorio:Mortintoj en 1573
Category:1587年	Kategorio:1587
Category:1589年	Kategorio:1589
Category:心理病	Kategorio:Psikaj malsanoj
Category:1599年	Kategorio:1599
Category:1602年	Kategorio:1602
Category:1609年	Kategorio:1609
Category:1610年	Kategorio:1610
Category:1613年	Kategorio:1613
Category:1666年	Kategorio:1666
Category:1674年	Kategorio:1674
Template:Side box	Ŝablono:Flanka kesto
Category:牆	Kategorio:Muregoj
Template:ENG	Ŝablono:ENG
Category:2011年死	Kategorio:Mortintoj en 2011
Template:HTI	Ŝablono:HTI
Template:TCA	Ŝablono:TCA
Template:合併	Ŝablono:Kunigu
Category:User zh-0	Kategorio:Vikipediisto zh-0
Category:田納西州	Kategorio:Tenesio
Category:公法	Kategorio:Publika juro
Category:歐洲鐵路	Kategorio:Fervojo en Eŭropo
Template:Cite	Ŝablono:Cito
Template:法國大區級行政單位	Ŝablono:Ligiltabelo Regionoj kaj teritorioj de Francio
Category:雕塑作品	Kategorio:Skulptaĵoj
Category:1546年死	Kategorio:Mortintoj en 1546
Category:1713年	Kategorio:1713
Category:1724年	Kategorio:1724
Category:1728年	Kategorio:1728
Category:1731年	Kategorio:1731
Category:1732年	Kategorio:1732
Category:1733年	Kategorio:1733
Category:1738年	Kategorio:1738
Category:1740年	Kategorio:1740
Category:1741年	Kategorio:1741
Category:1743年	Kategorio:1743
Category:1747年	Kategorio:1747
Category:1748年	Kategorio:1748
Category:1749年	Kategorio:1749
Category:1750年	Kategorio:1750
Category:1750年死	Kategorio:Mortintoj en 1750
Category:1752年	Kategorio:1752
Category:1753年	Kategorio:1753
Category:1754年	Kategorio:1754
Category:1755年	Kategorio:1755
Category:1756年	Kategorio:1756
Category:1757年	Kategorio:1757
Category:1758年	Kategorio:1758
Category:1759年	Kategorio:1759
Category:1760年	Kategorio:1760
Category:1761年	Kategorio:1761
Category:1762年	Kategorio:1762
Category:1763年	Kategorio:1763
Category:1768年	Kategorio:1768
Category:1770年	Kategorio:1770
Category:1772年	Kategorio:1772
Category:1773年	Kategorio:1773
Category:1774年	Kategorio:1774
Category:1776年	Kategorio:1776
Category:1777年	Kategorio:1777
Category:1779年死	Kategorio:Mortintoj en 1779
Category:1781年	Kategorio:1781
Category:1782年	Kategorio:1782
Category:1783年	Kategorio:1783
Category:政變	Kategorio:Puĉoj
Category:1784年	Kategorio:1784
Category:1786年	Kategorio:1786
Category:1788年	Kategorio:1788
Category:1790年	Kategorio:1790
Category:1791年	Kategorio:1791
Category:1791年死	Kategorio:Mortintoj en 1791
Category:1792年	Kategorio:1792
Category:1794年	Kategorio:1794
Category:1795年	Kategorio:1795
Category:1798年	Kategorio:1798
Category:1799年	Kategorio:1799
Category:1800年	Kategorio:1800
Category:1801年	Kategorio:1801
Category:1802年	Kategorio:1802
Category:1802年出世	Kategorio:Naskiĝintoj en 1802
Category:1803年	Kategorio:1803
Category:1804年	Kategorio:1804
Category:1805年	Kategorio:1805
Category:1805年死	Kategorio:Mortintoj en 1805
Category:1806年	Kategorio:1806
Category:1807年	Kategorio:1807
Category:1809年	Kategorio:1809
Category:1810年	Kategorio:1810
Category:1811年	Kategorio:1811
Category:1811年出世	Kategorio:Naskiĝintoj en 1811
Category:1813年	Kategorio:1813
Category:1814年	Kategorio:1814
Category:1815年	Kategorio:1815
Category:1816年	Kategorio:1816
Category:1817年死	Kategorio:Mortintoj en 1817
Category:1818年	Kategorio:1818
Category:1819年	Kategorio:1819
Category:1819年死	Kategorio:Mortintoj en 1819
Category:1820年	Kategorio:1820
Category:1820年死	Kategorio:Mortintoj en 1820
Category:1821年死	Kategorio:Mortintoj en 1821
Category:1823年	Kategorio:1823
Category:1827年	Kategorio:1827
Category:1828年死	Kategorio:Mortintoj en 1828
Category:1830年	Kategorio:1830
Category:1832年死	Kategorio:Mortintoj en 1832
Category:1834年	Kategorio:1834
Category:1834年死	Kategorio:Mortintoj en 1834
Category:1835年	Kategorio:1835
Category:中國嘅湖	Kategorio:Lagoj en Ĉinio
Category:1836年	Kategorio:1836
Category:1838年	Kategorio:1838
Category:1839年	Kategorio:1839
Category:1840年	Kategorio:1840
Category:1842年	Kategorio:1842
Category:1843年	Kategorio:1843
Category:1843年死	Kategorio:Mortintoj en 1843
Category:1846年	Kategorio:1846
Category:1847年	Kategorio:1847
Category:1847年死	Kategorio:Mortintoj en 1847
Category:1848年	Kategorio:1848
Category:1849年	Kategorio:1849
Category:1849年死	Kategorio:Mortintoj en 1849
Category:1850年死	Kategorio:Mortintoj en 1850
Category:1851年	Kategorio:1851
Category:1851年死	Kategorio:Mortintoj en 1851
Category:1852年	Kategorio:1852
Category:1853年	Kategorio:1853
Category:1854年	Kategorio:1854
Category:1856年	Kategorio:1856
Category:1856年死	Kategorio:Mortintoj en 1856
Category:1857年	Kategorio:1857
Category:1857年死	Kategorio:Mortintoj en 1857
Category:1858年	Kategorio:1858
Category:1859年	Kategorio:1859
Category:1859年死	Kategorio:Mortintoj en 1859
Category:1860年	Kategorio:1860
Category:1860年死	Kategorio:Mortintoj en 1860
Category:1861年	Kategorio:1861
Category:1861年死	Kategorio:Mortintoj en 1861
Category:1862年	Kategorio:1862
Category:1863年	Kategorio:1863
Category:1864年	Kategorio:1864
Category:1865年	Kategorio:1865
Category:1865年死	Kategorio:Mortintoj en 1865
Category:1866年	Kategorio:1866
Category:1866年死	Kategorio:Mortintoj en 1866
Category:1867年死	Kategorio:Mortintoj en 1867
Category:1868年	Kategorio:1868
Category:1869年	Kategorio:1869
Category:1870年	Kategorio:1870
Category:1870年死	Kategorio:Mortintoj en 1870
Category:1871年	Kategorio:1871
Category:1872年	Kategorio:1872
Category:1872年死	Kategorio:Mortintoj en 1872
Category:1874年	Kategorio:1874
Category:1875年	Kategorio:1875
Category:1876年	Kategorio:1876
Category:1877年	Kategorio:1877
Category:1877年死	Kategorio:Mortintoj en 1877
Category:1879年	Kategorio:1879
Category:1879年死	Kategorio:Mortintoj en 1879
Category:1880年	Kategorio:1880
Category:1881年	Kategorio:1881
Category:1882年	Kategorio:1882
Category:1883年	Kategorio:1883
Category:1884年	Kategorio:1884
Category:1885年	Kategorio:1885
Category:1885年死	Kategorio:Mortintoj en 1885
Category:1886年	Kategorio:1886
Category:1887年	Kategorio:1887
Category:1889年	Kategorio:1889
Category:1889年死	Kategorio:Mortintoj en 1889
Category:1890年	Kategorio:1890
Category:1890年死	Kategorio:Mortintoj en 1890
Category:1891年	Kategorio:1891
Category:1891年死	Kategorio:Mortintoj en 1891
Category:1892年	Kategorio:1892
Category:1893年	Kategorio:1893
Category:1893年死	Kategorio:Mortintoj en 1893
Category:1894年	Kategorio:1894
Category:1894年死	Kategorio:Mortintoj en 1894
Category:1895年	Kategorio:1895
Category:1895年死	Kategorio:Mortintoj en 1895
Category:1896年死	Kategorio:Mortintoj en 1896
Category:1897年	Kategorio:1897
Category:1897年死	Kategorio:Mortintoj en 1897
Category:1898年死	Kategorio:Mortintoj en 1898
Category:1899年	Kategorio:1899
Category:1899年死	Kategorio:Mortintoj en 1899
Category:1900年死	Kategorio:Mortintoj en 1900
Category:1901年死	Kategorio:Mortintoj en 1901
Category:1906年死	Kategorio:Mortintoj en 1906
Category:1908年死	Kategorio:Mortintoj en 1908
Category:1909年死	Kategorio:Mortintoj en 1909
Category:1910年死	Kategorio:Mortintoj en 1910
Category:1912年死	Kategorio:Mortintoj en 1912
Category:1913年死	Kategorio:Mortintoj en 1913
Category:1914年死	Kategorio:Mortintoj en 1914
Category:1915年死	Kategorio:Mortintoj en 1915
Category:1916年死	Kategorio:Mortintoj en 1916
Category:1917年死	Kategorio:Mortintoj en 1917
Category:1918年死	Kategorio:Mortintoj en 1918
Category:1919年死	Kategorio:Mortintoj en 1919
Category:1920年死	Kategorio:Mortintoj en 1920
Category:1923年死	Kategorio:Mortintoj en 1923
Category:1925年死	Kategorio:Mortintoj en 1925
Category:1926年死	Kategorio:Mortintoj en 1926
Category:1927年死	Kategorio:Mortintoj en 1927
Category:1932年死	Kategorio:Mortintoj en 1932
Category:1935年死	Kategorio:Mortintoj en 1935
Category:1936年死	Kategorio:Mortintoj en 1936
Category:1939年死	Kategorio:Mortintoj en 1939
Category:1941年死	Kategorio:Mortintoj en 1941
Category:1944年死	Kategorio:Mortintoj en 1944
Category:1948年死	Kategorio:Mortintoj en 1948
Category:1951年死	Kategorio:Mortintoj en 1951
Category:1952年死	Kategorio:Mortintoj en 1952
Category:1953年死	Kategorio:Mortintoj en 1953
Category:1954年死	Kategorio:Mortintoj en 1954
Category:1955年死	Kategorio:Mortintoj en 1955
Category:1956年死	Kategorio:Mortintoj en 1956
Category:1957年死	Kategorio:Mortintoj en 1957
Category:1961年	Kategorio:1961
Category:1964年	Kategorio:1964
Category:1964年死	Kategorio:Mortintoj en 1964
Category:1965年	Kategorio:1965
Category:1965年死	Kategorio:Mortintoj en 1965
Category:1966年	Kategorio:1966
Category:1967年	Kategorio:1967
Category:1967年死	Kategorio:Mortintoj en 1967
Category:1968年死	Kategorio:Mortintoj en 1968
Category:1969年	Kategorio:1969
Category:1970年	Kategorio:1970
Category:1970年死	Kategorio:Mortintoj en 1970
Category:1971年死	Kategorio:Mortintoj en 1971
Category:1972年	Kategorio:1972
Category:1972年死	Kategorio:Mortintoj en 1972
Category:1973年	Kategorio:1973
Category:1973年死	Kategorio:Mortintoj en 1973
Category:1974年	Kategorio:1974
Category:1975年	Kategorio:1975
Category:俄羅斯運動	Kategorio:Sporto en Rusio
Category:1976年	Kategorio:1976
