Afrika	Afriko
Šiaurės Korėja	Nord-Koreio
Kambodža	Kamboĝo
Gyvūnų teisės	Bestaj rajtoj
Koiperio juosta	Kujper-zono
Koranas	Korano
Dinozaurai	Dinosaŭro
Zoologija	Bestoscienco
Islamas	Islamo
Kriaušė	Pirarbo
Aleksandrijos biblioteka	Librejo de Aleksandrio
Liubliana	Ljubljano
Salvador Allende	Salvador Allende
Botanika	Plantoscienco
Lech Wałęsa	Lech Wałęsa
Ratas	Rado
Encyclopédie	Encyclopédie ou dictionnaire raisonné des sciences, des arts et des métiers
Denis Diderot	Denis Diderot
Taika	Paco
Encyclopædia Britannica	Encyclopaedia Britannica
Lionas	Liono
Europos Sąjunga	Eŭropa Unio
Plovdivas	Plovdiv
Žvaigždžių karai	Star Wars
Rona-Alpės	Rodano-Alpoj
Saitynas	TTT
Moteris	Virino
Daisono sfera	Dajsonstrukturo
Sofija	Sofio
Akvedukas	Akvedukto
Ñ	Ñ
Don Kichotas	Kiĥoto
Poezija	Poezio
Virusas (programa)	Komputviruso
Černobylio avarija	Nuklea akcidento de Ĉernobilo
Milanas	Milano
Draugystė	Amikeco
Atmintis	Memoro
Arthur Rimbaud	Arthur Rimbaud
Turinas	Torino
Išmatos	Fekaĵo
Išangė	Anuso
Pažastis	Akselo
Tikrasis citrinmedis	Citrono
Charles Baudelaire	Charles Baudelaire
Stendalis	Stendhal
Émile Zola	Émile Zola
666 m.	666
Žiedas	Floro
Gugolas	Guglo
Marianų lovys	Mariana Fosego
Vladimiras Vysockis	Vladimir Visockij
Džomolungma	Ĉomolungmo
Anatomija	Anatomio
Miestas	Urbo
Napoleonas Bonapartas	Napoleono Bonaparte
Olimpo Kalnas (Marsas)	Olympus Mons
Fiziologija	Fiziologio
Žvaigždė	Stelo
Vezuvijus	Vezuvio
Saulė	Suno
Dangus	Ĉielo
Louis Pasteur	Louis Pasteur
Šviesmetis	Lumjaro
Kaimas	Vilaĝo
Victor Hugo	Victor Hugo
Okeanija	Oceanio
Giuseppe Garibaldi	Giuseppe Garibaldi
Orvjetas	Orvieto
Lengvoji atletika	Atletiko
Cenzūra	Cenzuro
Saulės sistema	Sunsistemo
Baltijos jūra	Balta Maro
Triestas	Triesto
Vysla	Vistulo
Eliziejaus laukų alėja	Avenuo de la Elizeaj Kampoj
Odra	Odro
Dantis	Dento
Vandenilis	Hidrogeno
Helis	Heliumo
Pragaras	Infero
Vikiteka	Vikimedia Komunejo
Skaistykla	Purgatorio
Angela Merkel	Angela Merkel
Litis	Litio
Berilis	Berilio
Garsiakalbis	Laŭtparolilo
Knyga	Libro
Para	Tago
Rytų Timoras	Orienta Timoro
Naktis	Nokto
Metai	Jaro
Šimtmetis	Jarcento
Lodzė	Lodzo
Vilerbanas	Villeurbanne
Monblanas	Blanka Monto
Reinas	Rejno
Oslas	Oslo
Bona	Bonn
Visų šventųjų diena	Ĉiuj Sanktuloj
Katovicai	Katowice
Juodoji bedugnė	Nigra truo
Cerera (nykštukinė planeta)	Cereso
Lisabona	Lisbono
Žešuvas	Rzeszów
Haumea	Haŭmeo
Rona	Rodano
Makemake	Makemako (nanoplanedo)
Michael Bloomberg	Michael Bloomberg
Lytiniai santykiai	Seksumado
Eridė (nykštukinė planeta)	Eriso
Dubajus	Dubajurbo
Lionel Messi	Lionel Messi
Paduja	Padovo
Boras	Boro
Mikalojus Kopernikas	Koperniko
Versalis	Versailles
Liudvigsburgas	Ludwigsburg
Anglis	Karbono
Alessandro Del Piero	Alessandro del Piero
Volga	Volgo
Azotas	Nitrogeno
Bergamas	Bergamo
Deguonis	Oksigeno
Internazionale Milano FC	Inter Milano
Planeta	Planedo
Kleopatra VII	Kleopatra
Kate Bush	Kate Bush
Muzika	Muziko
Aberacija (optika)	Aberacio (optiko)
Venecija	Venecio
Naruto	Naruto (mangao)
Po (upė)	Pado
Šarm el Šeichas	Ŝarm el Ŝeiĥ
Neva	Neva
Termometras	Termometro
Renas	Rennes
Lilis	Lille
Maskva	Moskvo
Fluoras	Fluoro
Italų kalba	Itala lingvo
Čihuahua (šuo)	Ĉivava hundo
Neonas	Neono
Čihuahua (valstija)	Chihuahua
Sankt Peterburgas	Sankt-Peterburgo
Čadas	Ĉado
Natris	Natrio
Šiaurė	Nordo
Magnis	Magnezio
Aliuminis	Aluminio
Naujoji Zelandija	Nov-Zelando
Pietūs	Sudo
Indija	Barato
Silicis	Silicio
Francis	Franciumo
Tuvalu	Tuvalo
One Piece	One Piece
Fosforas	Fosforo
André-Marie Ampère	André-Marie Ampère
Proza	Prozo
Geležis	Fero
Tonga	Tongo
Vakarai (pasaulio kryptis)	Okcidento
Alessandro Volta	Alessandro Volta
Siera	Sulfuro
Samoa	Samoo
Rytai	Oriento
Saliamono Salos	Salomonoj
Vanuatu	Vanuatuo
Molière	Molière
Chloras	Kloro
Delftas	Delft
Papua Naujoji Gvinėja	Papuo-Nov-Gvineo
William Shakespeare	William Shakespeare
Pasakėčia	Fablo
Pietų Olandija	Suda Holando
Palau	Palaŭo
Argonas	Argono
Nauru	Nauro
Mozilla Firefox	Mozilla Firefox
Pasaka	Fabelo
Šiaurės Olandija	Norda Holando
Mikronezijos Federacinės Valstijos	Federacio de Mikronezio
Kalis	Kalio
Zelandijos provincija (Nyderlandai)	Zelando
Kalcis	Kalcio
Flevolandas	Flevolando
Švinas	Plumbo
Maršalo Salos	Marŝala Insularo
Kiribatis	Kiribato
Mongolija	Mongolio
Fidžis	Fiĝioj
Skandis	Skandio
Heilbronas	Hajlbrono
Titanas	Titano (elemento)
Venesuela	Venezuelo
Šachmatai	Ŝako
Čingischanas	Ĝingis-Ĥano
Vanadis	Vanado
Meinas	Majno
Chromas	Kromo
Arklys	Ĉevalo
Amsterdamas	Amsterdamo
Ginklas	Armilo
Gyvūnai	Bestoj
Surinamas	Surinamo
Manganas	Mangano
Paragvajus	Paragvajo
Gajana	Gujano
Menas	Arto
Ekvadoras	Ekvadoro
Renis	Renio
Kolumbija	Kolombio
Kobaltas	Kobalto
Volframas	Volframo
Nikelis	Nikelo
Žemuogė	Frago
Budizmas	Budhismo
Groningenas	Groningen (urbo)
Bolivija	Bolivio
Osmis	Osmio
Groningeno provincija	Groningen (provinco)
Varis	Kupro
Trinidadas ir Tobagas	Trinidado kaj Tobago
Augalai	Plantoj
Sent Vinsentas ir Grenadinai	Sankta Vincento kaj Grenadinoj
Cinkas	Zinko
Naujasis Hampšyras	Nov-Hampŝiro
Sent Lusija	Sankta Lucio
Balstogė	Bjalistoko
Leonardo da Vinci	Leonardo da Vinci
Sent Kitsas ir Nevis	Sankta-Kito kaj Neviso
Grybai	Fungoj
Jamaika	Jamajko
Stephane Mallarmé	Stéphane Mallarmé
Grenada	Grenado (lando)
Fryzija	Frislando
Masačusetsas	Masaĉuseco
Drentė	Drenthe
Overeiselis	Overijssel
Gvatemala	Gvatemalo
Gelderlandas	Gelderland
Utrechto provincija	Utrecht (provinco)
Google Chrome	Google Chrome
Bahamos	Bahamoj
Konektikutas	Konektikuto
Višta	Koko
Antigva ir Barbuda	Antigvo-Barbudo
Havajai	Havajo
Hondūras	Honduro
Dominika	Dominiko
Džersis	Ĵersejo
Dominikos Respublika	Domingo
Kiaulė	Porko
Arkties vandenynas	Arkta Oceano
Haitis	Haitio
Salvadoras	Salvadoro
Zvolė	Zwolle
Iranas	Irano
Irakas	Irako
Aliaska	Alasko
Asenas	Assen
Išmintis	Saĝo
Kosta Rika	Kostariko
Izraelis	Israelo
Naujasis Sončas	Nowy Sącz
Utrechtas	Utrecht
Panama	Panamo
Jemenas	Jemeno
Lozana	Laŭzano
Virusai	Viruso (biologio)
Lenkų kalba	Pola lingvo
Jordanija	Jordanio
Nikaragva	Nikaragvo
Florida	Florido
Kirgizija	Kirgizio
Arizona	Arizono
Kuveitas	Kuvajto
Laosas	Laoso
Libanas	Libano
Oregonas	Oregono
Maldyvai	Maldivoj
Amerika	Ameriko
Juta	Utaho
Naminis jautis	Bovo
Malaizija	Malajzio
Valė	Kantono Valezo
Michailas Bulgakovas	Miĥail Bulgakov
Mianmaras	Birmo
Nepalas	Nepalo
Omanas	Omano
Pakistanas	Pakistano
Džeimsas Bondas	James Bond (fikcia universo)
Kataras	Kataro
Tenisas	Teniso
François Villon	François Villon
MySQL	MySQL
Saudo Arabija	Sauda Arabio
Andrejus Tarkovskis	Andrei Arsenjewitsch Tarkowski
Šri Lanka	Sri-Lanko
Josifas Stalinas	Josif Stalin
Brūkšninis kodas	Strekokodo
Sirija	Sirio
Platonas	Platono
Galis	Galiumo
Josifas Brodskis	Iosif Brodskij
Tadžikija	Taĝikio
Pokemon	Pokemono
Taivanas	Respubliko Ĉinio
YouTube	YouTube
Germanis	Germaniumo
Aristotelis	Aristotelo
Tailandas	Tajlando
Traukinys	Trajno
Arsenas	Arseno
Radijas	Radiofonio
Meryl Streep	Meryl Streep
Turkmėnija	Turkmenio
Abakanas	Abakan
Selenas	Seleno
Iridis	Iridio
Jungtiniai Arabų Emyratai	Unuiĝintaj Arabaj Emirlandoj
Bromas	Bromo
Platina	Plateno
Vietnamas	Vjetnamio
Charlie Chaplin	Charlie Chaplin
Novosibirskas	Novosibirsko
Pietų Korėja	Sud-Koreio
Juzefas Pilsudskis	Józef Piłsudski
Simpsonai	La Simpsonoj
Jekaterinburgas	Jekaterinburg
Kriptonas	Kriptono
Afganistanas	Afganio
Gangnam Style	Gangnam Style
Žemutinis Naugardas	Niĵnij Novgorod
John Ronald Reuel Tolkien	John Ronald Reuel Tolkien
Limonadas	Limonado
Samara	Samara (urbo)
Rubidis	Rubidio
Auksas	Oro
Omskas	Omsk
Sueco kanalas	Sueza Kanalo
Kazanė	Kazano
Mokslininkas	Sciencisto
Bangladešas	Bangladeŝo
Bleach (anime)	Bleach
Franz Kafka	Franz Kafka
Čeliabinskas	Ĉeljabinsk
Rostovas prie Dono	Rostov-na-Donu
Jorge Luis Borges	Jorge Luis Borges
Ufa	Ufa
Malis	Malio
Sokratas	Sokrato
Volgogradas	Volgogrado
Angola	Angolo
Permė	Permjo
Butanas	Butano
Twitter	Twitter
Krasnojarskas	Krasnojarsk
Brunėjus	Brunejo
Bračas	Brač
Tanzanija	Tanzanio
Gyvsidabris	Hidrargo
Roald Amundsen	Roald Amundsen
Harry Mulisch	Harry Mulisch
Filipinai	Filipinoj
Centrinės Afrikos Respublika	Centr-Afrika Respubliko
Talis (elementas)	Taliumo
Pietų ašigalis	Suda poluso
Šiaurės ašigalis	Norda poluso
Izaokas Niutonas	Isaac Newton
OpenStreetMap	OpenStreetMap
Albert Einstein	Albert Einstein
Stroncis	Stroncio
Itris	Itrio
Bismutas	Bismuto
Geltona	Flava
Kvantinė mechanika	Kvantuma mekaniko
Togas	Togolando
Donald Tusk	Donald Tusk
Tunisas	Tunizio
Zambija	Zambio
Zimbabvė	Zimbabvo
Pekinas	Pekino
Pietų Sudanas	Sud-Sudano
Vladivostokas	Vladivostok
Tuva	Tuvio
Beninas	Benino
Botsvana	Bocvano
Vikinaujienos	Vikinovaĵoj
Burkina Fasas	Burkino
Burundis	Burundo
Komorai	Komoroj
Kongo Respublika	Respubliko Kongo
Alkmaras	Alkmaar
Obė	Obo
Kongo Demokratinė Respublika	Demokratia Respubliko Kongo
San Antonijus	San Antonio (Teksaso)
Tomskas	Tomsk
Džibutis	Ĝibutio
Memas	Memeo
Polonis	Polonio
Bavarija	Bavario
Pusiaujo Gvinėja	Ekvatora Gvineo
Badenas-Viurtembergas	Baden-Virtembergo
Eritrėja	Eritreo
Naujasis Delis	Nov-Delhio
Almelas	Almelo
Jonas Paulius II	Johano Paŭlo la 2-a
Fiodoras Dostojevskis	Fjodor Dostojevskij
Amersfortas	Amersforto
Kamčiatkos pusiasalis	Kamĉatko
Tbilisis	Tbiliso
Andrejus Sacharovas	Andrej Saĥarov
Astatis	Astato
Gabonas	Gabono
Mohandas Gandhi	Mohandas Karamchand Gandhi
Čiukčių pusiasalis	Ĉukotko
Solidarumas	Solidareco (Pollando)
Komiksas	Bildliteraturo
Gambija	Gambio
Gvinėja	Gvineo
Bisau Gvinėja	Gvineo Bisaŭa
Dramblio Kaulo Krantas	Ebur-Bordo
Kamerūnas	Kameruno
Mariboras	Mariboro
Žaliasis Kyšulys	Kaboverdo
Celė (Slovėnija)	Celje
Lesotas	Lesoto
Liberija	Liberio
Koperis	Kapodistrio
Libija	Libio
Achenas	Aachen
Nova Gorica	Nova Gorica
Madagaskaras	Madagaskaro
Malavis	Malavio
Kranis	Kranj
Štutgartas	Stutgarto
Triglavas	Triglav
Mauritanija	Maŭritanio
Lenkai	Poloj
Mauricijus	Maŭricio
Marokas	Maroko
Mozambikas	Mozambiko
Namibija	Namibio
France Prešeren	France Prešeren
Nigeris	Niĝero
Nigerija	Niĝerio
Bylis	Bielo
Charles Darwin	Charles Darwin
Uganda	Ugando
Ruanda	Ruando
Cirkonis	Zirkonio
San Tomė ir Prinsipė	Sao-Tomeo kaj Principeo
Karlsrūjė	Karlsruhe
Senegalas	Senegalo
Seišeliai	Sejŝeloj
Carl von Linné	Karolo Lineo
Siera Leonė	Siera-Leono
Somalis	Somalio
Niobis	Niobio
Džavaharlalis Nehru	Jawaharlal Nehru
Gajus Julijus Cezaris	Julio Cezaro
Sudanas	Sudano
Svazilandas	Svazilando
Ivan Regen	Ivan Regen
Vaivorykštė	Ĉielarko
Molibdenas	Molibdeno
Technecis	Teknecio
Hamburgas	Hamburgo
Metabolizmas	Metabolo
Narendra Modi	Narendra Modi
Imuninė sistema	Imuna sistemo
Gudžaratas	Guĝaratio
Ontarijo ežeras	Ontario (lago)
Evoliucija	Evoluismo
Jungtinių Tautų Organizacija	Unuiĝintaj Nacioj
Aukštutinis ežeras	Supra Lago
Dantė	Dante Alighieri
Geologija	Geologio
Ahmadabadas	Ahmadabado
Geografija	Geografio
Širdis	Koro
Galvos smegenys	Cerbo
Oda	Haŭto
Spalva	Koloro
Salernas	Salerno
Daiktavardis	Substantivo
Praha	Prago
Rutenis	Rutenio
Rodis	Rodio
Mėlyna	Blua
Paladis	Paladio
Sidabras	Arĝento
Kadmis	Kadmio
Limburgo provincija (Nyderlandai)	Limburgo (Nederlando)
Indis	Indio
Limburgo provincija (Belgija)	Limburgo (Belgio)
Alavas	Stano
Uranas (chemija)	Uranio
Stibis	Antimono
Telūras	Teluro
Šiaurės Brabantas	Norda Brabanto
Plutonis	Plutonio
Jodas	Jodo
Neptūnis	Neptunio
Ksenonas	Ksenono
Anime	Animeo
Cezis	Cezio
Protaktinis	Protaktinio
Elektros krūvis	Elektra ŝargo
Baris	Bario
Vakarų Flandrijos provincija	Okcidenta Flandrio
Rytų Flandrijos provincija	Orienta Flandrio
Toris	Torio
Antverpeno provincija	Antverpeno (provinco)
Flamandų Brabanto provincija	Flandra Brabanto
Hafnis	Hafnio
Aktinis	Aktinio
Valonų Brabanto provincija	Valona Brabanto
Tantalas	Tantalo
Bill Clinton	William J. Clinton
Namiūro provincija	Namuro (provinco)
Liuksemburgo provincija	Luksemburgo (Belgio)
Lježo provincija	Lieĝo (provinco)
Radis	Radiumo
Heno provincija	Henegovio
Izerlonas	Iserlohn
Alenas (ŠRV)	Ahlen
Radonas	Radono
Lotaringija	Loreno
Elzasas	Alzaco
Jean-Philippe Rameau	Jean-Philippe Rameau
Indira Gandhi	Indira Gandhi
Merkurijus (mitologija)	Merkuro (dio)
Hector Berlioz	Louis Hector Berlioz
Overnė	Aŭvernjo
Busto Arsicijus	Busto Arsizio
Mumbajus	Mumbajo
Tarptautinė lengvosios atletikos federacija	Internacia Asocio de Atletikaj Federacioj
Andhra Pradešas	Andra-Pradeŝo
Arunačal Pradešas	Arunaĉal-Pradeŝo
Asamas	Asamo
Biharas	Biharo
Mičiganas	Miĉigano
Čhatisgarhas	Ĉhatisgaro
Mičigano ežeras	Miĉigano (lago)
Goa	Goao
Burgundija	Burgonjo
Harjana	Harjano
Himačal Pradešas	Himaĉal-Pradeŝo
Maurice Ravel	Maurice Ravel
Akvitanija	Akvitanio
Džamu ir Kašmyras	Ĝamuo kaj Kaŝmiro
Puerto Rikas	Porto-Riko
Džharkhandas	Ĝharkhando
Karnataka	Karnatako
Kerala	Keralao
Madhja Pradešas	Madhja-Pradeŝo
Usain Bolt	Usain Bolt
Limuzenas	Limoĝio
Maharaštra	Maharaŝtro
Manipuras	Manipuro
Šlėzvigas-Holšteinas	Ŝlesvigo-Holstinio
Meghalaja	Meghalajo
Meklenburgas-Pomeranija	Meklenburgo-Antaŭpomerio
Žemutinė Saksonija	Malsupra Saksio
Šiaurės Reinas-Vestfalija	Nordrejn-Vestfalio
Hesenas	Hesio
Reino kraštas-Pfalcas	Rejnlando-Palatinato
Saro kraštas	Sarlando
Saksonija	Saksio
John Lennon	John Lennon
Ilinojus	Ilinojso
Tiuringija	Turingio
Saksonija-Anhaltas	Saksio-Anhalto
Šiaurės Dakota	Norda Dakoto
Brandenburgas	Brandenburgio
Brėmenas (žemė)	Libera hansa urbo Bremeno
Lombardija	Lombardujo
Pietų Dakota	Suda Dakoto
Montana	Montano
Vajomingas	Vajomingo
Pjemontas	Piemonto
Jeruzalė	Jerusalemo
Giorgio Napolitano	Giorgio Napolitano
Aidahas	Idaho
Aostos slėnis	Aosta Valo
Vašingtonas (valstija)	Vaŝingtonio
Carlo Azeglio Ciampi	Carlo Azeglio Ciampi
Bruce Springsteen	Bruce Springsteen
Rezerfordis	Ruterfordio
Nevada	Nevado
Oscar Luigi Scalfaro	Oscar Luigi Scalfaro
Donas	Don (rivero)
Francesco Cossiga	Francesco Cossiga
Dubnis	Dubnio
Alessandro Pertini	Alessandro Pertini
Syborgis	Seborgio
Giovanni Leone	Giovanni Leone
Trentinas-Alto Adidžė	Trentino-Alto Adige
Giuseppe Saragat	Giuseppe Saragat
Indijos vandenynas	Hinda Oceano
Giovanni Gronchi	Giovanni Gronchi
Luigi Einaudi	Luigi Einaudi
Venetas	Veneto
Enrico De Nicola	Enrico de Nicola
Kosovas	Kosovo
Karibų jūra	Kariba Maro
Boris	Borio
Friulis-Venecija Džulija	Friulo-Venecio Julia
Hasis	Hasio
Ban Ki Munas	Ban Ki-moon
Kofis Ananas	Kofi Annan
Ligūrija	Ligurio
Meitneris	Mejtnerio
Koloradas (valstija)	Koloradio
Emilija-Romanija	Emilio-Romanjo
Koloradas (upė JAV ir Meksikoje)	Kolorado (rivero)
Darmštatis	Darmŝtatio
Frederikas Šopenas	Frédéric Chopin
Rentgenis	Rentgenio
Toskana	Toskanio
Leonard Cohen	Leonard Cohen
Kopernikis	Kopernicio
Markė (Italija)	Markio (Italio)
Umbrija	Umbrio
Lacijus	Latio
